x;y;DEC_TIPO;layer;time;length;endtime
14,66403637;41,55812783;Stazione;temp stazioni xy;07-08-2018 18:10:00;115,867;07-08-2018 18:11:00
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
